datetime_utc,candle_close_utc,current_price,candle_low,entry_price,current_return_pct,intraday_low_ret_pct,target_return_pct,sl_pct,sl_price,tp_price,days_held,horizon_days,exit_triggered
2026-07-24 06:26:12,2026-07-24 06:25:00,65448.0,65432.0,65069.0,0.5825,0.5579,2.0652,-1.0326,64397.1,66412.8,0.264,7,none
2026-07-24 06:31:16,2026-07-24 06:30:00,65374.0,65374.0,65069.0,0.4687,0.4687,2.0652,-1.0326,64397.1,66412.8,0.267,7,none
2026-07-24 06:36:16,2026-07-24 06:35:00,65448.0,65425.0,65069.0,0.5825,0.5471,2.0652,-1.0326,64397.1,66412.8,0.271,7,none
2026-07-24 06:41:12,2026-07-24 06:40:00,65459.0,65458.0,65069.0,0.5994,0.5978,2.0652,-1.0326,64397.1,66412.8,0.274,7,none
2026-07-24 06:46:32,2026-07-24 06:45:00,65408.0,65406.0,65069.0,0.521,0.5179,2.0652,-1.0326,64397.1,66412.8,0.278,7,none
2026-07-24 06:51:18,2026-07-24 06:50:00,65426.0,65425.0,65069.0,0.5486,0.5471,2.0652,-1.0326,64397.1,66412.8,0.281,7,none
2026-07-24 06:56:07,2026-07-24 06:55:00,65419.0,65419.0,65069.0,0.5379,0.5379,2.0652,-1.0326,64397.1,66412.8,0.285,7,none
2026-07-24 07:01:22,2026-07-24 07:00:00,65462.0,65453.0,65069.0,0.604,0.5901,2.0652,-1.0326,64397.1,66412.8,0.288,7,none
2026-07-24 07:06:12,2026-07-24 07:05:00,65531.0,65525.0,65069.0,0.71,0.7008,2.0652,-1.0326,64397.1,66412.8,0.292,7,none
2026-07-24 07:11:20,2026-07-24 07:10:00,65702.0,65613.0,65069.0,0.9728,0.836,2.0652,-1.0326,64397.1,66412.8,0.295,7,none
2026-07-24 07:16:20,2026-07-24 07:15:00,65718.0,65700.0,65069.0,0.9974,0.9697,2.0652,-1.0326,64397.1,66412.8,0.299,7,none
2026-07-24 07:21:14,2026-07-24 07:20:00,65680.0,65680.0,65069.0,0.939,0.939,2.0652,-1.0326,64397.1,66412.8,0.302,7,none
2026-07-24 07:26:10,2026-07-24 07:25:00,65635.0,65608.0,65069.0,0.8698,0.8284,2.0652,-1.0326,64397.1,66412.8,0.306,7,none
2026-07-24 07:31:19,2026-07-24 07:30:00,65582.0,65582.0,65069.0,0.7884,0.7884,2.0652,-1.0326,64397.1,66412.8,0.309,7,none
2026-07-24 07:36:07,2026-07-24 07:35:00,65493.0,65492.0,65069.0,0.6516,0.6501,2.0652,-1.0326,64397.1,66412.8,0.312,7,none
2026-07-24 07:41:15,2026-07-24 07:40:00,65436.0,65435.0,65069.0,0.564,0.5625,2.0652,-1.0326,64397.1,66412.8,0.316,7,none
2026-07-24 07:46:11,2026-07-24 07:45:00,65355.0,65348.0,65069.0,0.4395,0.4288,2.0652,-1.0326,64397.1,66412.8,0.319,7,none
2026-07-24 07:51:17,2026-07-24 07:50:00,65410.0,65409.0,65069.0,0.5241,0.5225,2.0652,-1.0326,64397.1,66412.8,0.323,7,none
2026-07-24 07:56:09,2026-07-24 07:55:00,65501.0,65484.0,65069.0,0.6639,0.6378,2.0652,-1.0326,64397.1,66412.8,0.326,7,none
2026-07-24 08:01:21,2026-07-24 08:00:00,65471.0,65471.0,65069.0,0.6178,0.6178,2.0652,-1.0326,64397.1,66412.8,0.33,7,none
2026-07-24 08:06:08,2026-07-24 08:05:00,65439.0,65412.0,65069.0,0.5686,0.5271,2.0652,-1.0326,64397.1,66412.8,0.333,7,none
2026-07-24 08:11:11,2026-07-24 08:10:00,65449.0,65446.0,65069.0,0.584,0.5794,2.0652,-1.0326,64397.1,66412.8,0.337,7,none
2026-07-24 08:16:09,2026-07-24 08:15:00,65413.0,65410.0,65069.0,0.5287,0.5241,2.0652,-1.0326,64397.1,66412.8,0.34,7,none
2026-07-24 08:21:22,2026-07-24 08:20:00,65382.0,65382.0,65069.0,0.481,0.481,2.0652,-1.0326,64397.1,66412.8,0.344,7,none
2026-07-24 08:26:13,2026-07-24 08:25:00,65292.0,65283.0,65069.0,0.3427,0.3289,2.0652,-1.0326,64397.1,66412.8,0.347,7,none
2026-07-24 08:31:20,2026-07-24 08:30:00,65387.0,65372.0,65069.0,0.4887,0.4657,2.0652,-1.0326,64397.1,66412.8,0.351,7,none
2026-07-24 08:36:04,2026-07-24 08:35:00,65372.0,65369.0,65069.0,0.4657,0.461,2.0652,-1.0326,64397.1,66412.8,0.354,7,none
2026-07-24 08:41:09,2026-07-24 08:40:00,65437.0,65432.0,65069.0,0.5656,0.5579,2.0652,-1.0326,64397.1,66412.8,0.358,7,none
2026-07-24 08:46:14,2026-07-24 08:45:00,65422.0,65421.0,65069.0,0.5425,0.541,2.0652,-1.0326,64397.1,66412.8,0.361,7,none
